Date,Date,Open,High,Low,Close,Volume,Adj Close,EMA13,EMA26,EMA12,diff,dea,macd
2015-09-16,2015-09-16,3.183,3.395,3.16,3.345,572357300,3.345,3.36842551382,3.51154103768,3.35843013331,-0.153110904361,-0.168091737403,0.0299616660843
2015-09-17,2015-09-17,3.303,3.381,3.274,3.28,419773100,3.28,3.3557931944,3.49434026559,3.346363922,-0.14797634359,-0.164068658467,0.0321846297541
2015-09-18,2015-09-18,3.3,3.313,3.26,3.279,258148300,3.279,3.34482266126,3.47834644511,3.33600021483,-0.142346230279,-0.159724172679,0.0347558848003
2015-09-21,2015-09-21,3.251,3.36,3.231,3.339,252574400,3.339,3.34399084752,3.46799891309,3.33646172125,-0.131537191831,-0.154086776354,0.0450991690452
2015-09-22,2015-09-22,3.338,3.413,3.329,3.365,211611200,3.365,3.34699217045,3.46035186481,3.34085223382,-0.119499630986,-0.147169347128,0.0553394322826
2015-09-23,2015-09-23,3.3,3.35,3.28,3.287,87301900,3.287,3.33842182261,3.44748372031,3.33256726177,-0.114916458543,-0.140718769297,0.0516046215074
2015-09-25,2015-09-25,3.303,3.314,3.223,3.243,112398700,3.243,3.32479008216,3.43230700293,3.31878766472,-0.11351933821,-0.135278883002,0.0435190895855
2015-09-29,2015-09-29,3.224,3.233,3.18,3.199,73216600,3.199,3.30682001222,3.41499355163,3.30035877251,-0.114634779116,-0.131150062179,0.0330305661243
2015-09-30,2015-09-30,3.212,3.25,3.21,3.221,50208200,3.221,3.29455997644,3.4005994479,3.28814971897,-0.112449728931,-0.127409995495,0.0299205331284
2015-10-08,2015-10-08,3.355,3.362,3.336,3.337,110258900,3.337,3.30062285138,3.39588102915,3.29566515287,-0.100215876277,-0.121971171612,0.0435105906704
2015-10-09,2015-10-09,3.33,3.399,3.33,3.379,97261800,3.379,3.31181960973,3.39462877673,3.30848590732,-0.086142869417,-0.114805511132,0.0573252834294
2015-10-12,2015-10-12,3.38,3.545,3.38,3.52,196904300,3.52,3.34155971747,3.40392795057,3.34102655571,-0.0629013948623,-0.10442468783,0.0830465859348
2015-10-13,2015-10-13,3.483,3.505,3.463,3.495,144310700,3.495,3.36347979068,3.41068237899,3.36471478946,-0.0459675895289,-0.0927332681262,0.0935313571946
2015-10-14,2015-10-14,3.478,3.508,3.455,3.457,113842500,3.457,3.37683983774,3.41411724593,3.37891252002,-0.0352047259158,-0.08122755965,0.0920456674685
2015-10-15,2015-10-15,3.448,3.548,3.44,3.546,126322200,3.546,3.40100560181,3.42389670457,3.40461829514,-0.0192784094301,-0.0688377295767,0.0991186402932
2015-10-16,2015-10-16,3.56,3.598,3.545,3.595,207569900,3.595,3.42871911342,3.43658347401,3.43390779685,-0.00267567715516,-0.0556053190673,0.105859283824
2015-10-19,2015-10-19,3.597,3.624,3.563,3.589,120340700,3.589,3.45161640145,3.44788385612,3.45776814176,0.00988428564235,-0.0425073981055,0.104783367496
2015-10-20,2015-10-20,3.587,3.64,3.564,3.636,79532800,3.636,3.47795693379,3.46183012001,3.48518843344,0.0233583134383,-0.0293342557807,0.105385138438
2015-10-21,2015-10-21,3.64,3.647,3.472,3.527,165859600,3.527,3.48496309027,3.46666128246,3.4916209833,0.024959700835,-0.018475464447,0.0868703305641
2015-10-22,2015-10-22,3.5,3.579,3.498,3.572,97325100,3.572,3.49739694085,3.47446978336,3.50398698774,0.0295172043779,-0.00887693067459,0.0767882701049
2015-10-23,2015-10-23,3.573,3.641,3.568,3.635,119779800,3.635,3.51705452931,3.48636885849,3.52414283836,0.0377739798684,0.000453251439815,0.0746414568572
2015-10-26,2015-10-26,3.666,3.672,3.619,3.641,180318300,3.641,3.53476103175,3.49783010557,3.54212086518,0.0442907596039,0.00922075307699,0.0701400130538
2015-10-27,2015-10-27,3.633,3.659,3.538,3.643,132236100,3.643,3.55022374646,3.5085895926,3.5576407335,0.0490511408986,0.0171868306445,0.0637286205083
2015-10-28,2015-10-28,3.623,3.646,3.568,3.579,174448300,3.579,3.55433464095,3.51380794531,3.56092677475,0.0471188294446,0.0231732304064,0.0478911980764
2015-10-29,2015-10-29,3.582,3.62,3.558,3.584,121324400,3.584,3.55857255038,3.51900991074,3.56447650195,0.045466591211,0.0276319025685,0.035669377285
2015-10-30,2015-10-30,3.577,3.626,3.545,3.585,99564800,3.585,3.56234790109,3.52390028864,3.56763396336,0.0437336747247,0.0308522570004,0.0257628354487
2015-11-02,2015-11-02,3.554,3.594,3.514,3.525,268080300,3.525,3.55701248573,3.52398178304,3.56107489177,0.0370931087261,0.0321004273457,0.00998536276082
2015-11-03,2015-11-03,3.531,3.54,3.48,3.498,221278000,3.498,3.54858212937,3.52205645614,3.55137106188,0.0293146057392,0.0315432630244,-0.00445731457031
2015-11-04,2015-11-04,3.507,3.715,3.507,3.708,271206800,3.708,3.57135611379,3.53583502428,3.5754678224,0.0396327981207,0.0331611700438,0.0129432561538
2015-11-05,2015-11-05,3.696,3.855,3.671,3.767,272744300,3.767,3.59930524344,3.55296407933,3.6049343121,0.0519702327717,0.0369229825897,0.0300945003641
2015-11-06,2015-11-06,3.766,3.867,3.755,3.857,264607600,3.857,3.63611878353,3.57549222861,3.64371364964,0.068221421023,0.0431826702768,0.0500775014925
2015-11-09,2015-11-09,3.85,3.94,3.85,3.897,251780500,3.897,3.67338753172,3.59931444348,3.68268078126,0.0833663377766,0.0512194037772,0.0642938679989
2015-11-10,2015-11-10,3.86,3.923,3.859,3.886,140106400,3.886,3.70376074356,3.620556045,3.7139606616,0.0934046166029,0.0596564463427,0.0674963405204
2015-11-11,2015-11-11,3.885,3.895,3.83,3.881,176515000,3.881,3.72908063883,3.6398529292,3.73965902173,0.0998060925361,0.0676863755816,0.0642394339089
2015-11-12,2015-11-12,3.885,3.89,3.813,3.841,144470200,3.841,3.7450691198,3.65475610136,3.75524994166,0.100493840301,0.0742478685257,0.0524919435504
2015-11-13,2015-11-13,3.816,3.841,3.782,3.804,147450600,3.804,3.75348781734,3.66581353327,3.76274995071,0.0969364174398,0.0787855783086,0.0363016782625
2015-11-16,2015-11-16,3.758,3.83,3.74,3.826,137476000,3.826,3.76384670096,3.67768151135,3.77248072761,0.0947992162625,0.0819883058994,0.0256218207261
2015-11-17,2015-11-17,3.843,3.918,3.8,3.812,148675800,3.812,3.7707257439,3.6876328255,3.77856061572,0.0909277902205,0.0837762027637,0.0143031749137
2015-11-18,2015-11-18,3.814,3.828,3.699,3.779,137045400,3.779,3.77190778052,3.69440189582,3.7786282133,0.0842263174766,0.0838662257063,0.000720183540738
2015-11-19,2015-11-19,3.781,3.838,3.766,3.836,100104800,3.836,3.78106381208,3.70489226789,3.78745464207,0.0825623741756,0.0836054554001,-0.00208616244903
2015-11-20,2015-11-20,3.835,3.849,3.811,3.825,119001800,3.825,3.78734041048,3.71379041211,3.79323085101,0.0794404389008,0.0827724521003,-0.00666402639889
2015-11-23,2015-11-23,3.82,3.862,3.8,3.806,87720200,3.806,3.79000606617,3.7206216584,3.79519533548,0.0745736770738,0.081132697095,-0.0131180400424
2015-11-24,2015-11-24,3.794,3.81,3.75,3.809,125306800,3.809,3.79271948533,3.72716900665,3.79731913003,0.0701501233748,0.0789361823509,-0.0175721179522
2015-11-25,2015-11-25,3.802,3.836,3.787,3.832,148588900,3.832,3.7983309875,3.73493514891,3.8026546485,0.0677194995894,0.0766928457986,-0.0179466924184
2015-11-26,2015-11-26,3.856,3.857,3.802,3.814,126799400,3.814,3.80056941788,3.74079242152,3.80440008719,0.0636076656733,0.0740758097735,-0.0209362882004
2015-11-27,2015-11-27,3.8,3.8,3.586,3.608,185180500,3.608,3.77305950079,3.73095498638,3.7741846891,0.0432297027218,0.0679065883632,-0.0493537712827
2015-11-30,2015-11-30,3.615,3.638,3.51,3.609,203567200,3.609,3.74962242906,3.7219204678,3.74877165997,0.0268511921696,0.0596955091245,-0.0656886339097
2015-12-01,2015-12-01,3.604,3.663,3.58,3.637,279014300,3.637,3.73353351051,3.71562953674,3.73157601995,0.0159464832098,0.0509457039415,-0.0699984414634
2015-12-02,2015-12-02,3.634,3.8,3.618,3.793,186980300,3.793,3.74202872335,3.72136112593,3.74102586305,0.019664737114,0.044689510576,-0.0500495469241
2015-12-03,2015-12-03,3.783,3.816,3.749,3.801,145664300,3.801,3.75045319148,3.72726072473,3.75025265336,0.0229919286289,0.0403499941866,-0.0347161311153
2015-12-04,2015-12-04,3.783,3.783,3.714,3.729,139429800,3.729,3.74738844983,3.72738956848,3.74698301438,0.0195934458904,0.0361986845273,-0.0332104772739
2015-12-07,2015-12-07,3.732,3.76,3.707,3.735,78512600,3.735,3.74561867127,3.7279533388,3.7451394737,0.0171861348977,0.0323961746014,-0.0304200794074
2015-12-08,2015-12-08,3.711,3.717,3.663,3.681,94908100,3.681,3.73638743249,3.72447511576,3.73527186236,0.0107967465927,0.0280762889997,-0.0345590848138
2015-12-09,2015-12-09,3.679,3.708,3.66,3.686,94259000,3.686,3.72918922783,3.721624957,3.72769157584,0.00606661883318,0.0236743549664,-0.0352154722664
2015-12-10,2015-12-10,3.696,3.734,3.656,3.679,210355600,3.679,3.72201933812,3.71846739872,3.72020056417,0.00173316544421,0.0192861170619,-0.0351059032355
2015-12-11,2015-12-11,3.66,3.688,3.635,3.661,150733900,3.661,3.7133022898,3.71421036205,3.71109278506,-0.00311757699416,0.0148053782507,-0.0358459104898
2015-12-14,2015-12-14,3.639,3.775,3.629,3.773,198995000,3.773,3.72183053413,3.71856533222,3.72061697198,0.00205163975822,0.0122546305522,-0.020405981588
2015-12-15,2015-12-15,3.77,3.772,3.726,3.737,140912600,3.737,3.72399760069,3.71993091606,3.72313743783,0.00320652177074,0.0104450087959,-0.0144769740504
2015-12-16,2015-12-16,3.751,3.768,3.731,3.738,97198400,3.738,3.72599794345,3.72126941472,3.72542398585,0.00415457113346,0.00918692126343,-0.0100647002599
2015-12-17,2015-12-17,3.759,3.819,3.759,3.808,157151300,3.808,3.73771252297,3.72769411586,3.73812798803,0.010433872175,0.00943631144574,0.00199512145845
2015-12-18,2015-12-18,3.808,3.856,3.797,3.822,148984500,3.822,3.74975359113,3.73467995169,3.75103137449,0.0163514227973,0.010819333716,0.0110641781625
2015-12-21,2015-12-21,3.81,3.949,3.8,3.922,159482600,3.922,3.77436022099,3.74855590586,3.77733423996,0.0287783340981,0.0144111337925,0.0287344006113
2015-12-22,2015-12-22,3.928,3.933,3.883,3.927,154148400,3.927,3.79616590372,3.76177433535,3.80035974151,0.0385854061604,0.019245988266,0.0386788357887
2015-12-23,2015-12-23,3.928,3.98,3.912,3.922,289263600,3.922,3.8141422032,3.77364319279,3.81907362743,0.0454304346441,0.0244828775417,0.0418951142049
2015-12-24,2015-12-24,3.916,3.922,3.843,3.875,198218800,3.875,3.82283617417,3.78115127411,3.82767768475,0.0465264106393,0.0288915841612,0.0352696529562
2015-12-28,2015-12-28,3.884,3.899,3.774,3.778,166164800,3.778,3.81643100643,3.78091784151,3.82003496402,0.0391171225047,0.0309366918299,0.0163608613496
2015-12-29,2015-12-29,3.771,3.814,3.766,3.813,152912900,3.813,3.81594086265,3.78329434374,3.81895266186,0.0356583181182,0.0318810170875,0.00755460206124
2015-12-30,2015-12-30,3.813,3.818,3.781,3.812,139157500,3.812,3.81537788228,3.7854207268,3.81788302157,0.0324622947762,0.0319972726253,0.000930044301814
2016-01-04,2016-01-04,3.776,3.776,3.528,3.535,310853900,3.535,3.77532389908,3.76687073519,3.77436255672,0.00749182152226,0.0270961824047,-0.0392087217648
2016-01-05,2016-01-05,3.467,3.578,3.429,3.527,426887700,3.527,3.73984905635,3.74910225929,3.73630677876,-0.0127954805348,0.0191178498168,-0.0638266607032
2016-01-06,2016-01-06,3.525,3.592,3.52,3.582,175246500,3.582,3.71729919115,3.73672413788,3.71256727433,-0.0241568635441,0.0104629071446,-0.0692395413774
2016-01-07,2016-01-07,3.539,3.539,3.403,3.484,75040500,3.484,3.68397073527,3.71800358451,3.67740307828,-0.040600506227,0.000250224470259,-0.0817014613946
2016-01-08,2016-01-08,3.485,3.485,3.29,3.408,408336000,3.408,3.64454634451,3.69504007565,3.63595645085,-0.0590836247942,-0.0116165453826,-0.0949341588231
2016-01-11,2016-01-11,3.345,3.387,3.23,3.233,461218700,3.233,3.58575400957,3.66081449793,3.57396315072,-0.0868513472055,-0.0266635057472,-0.120375682917
2016-01-12,2016-01-12,3.26,3.295,3.221,3.256,276690200,3.256,3.53864629391,3.63082792492,3.52504574292,-0.105782182007,-0.0424872409991,-0.126589882015
2016-01-13,2016-01-13,3.283,3.301,3.19,3.211,250040900,3.211,3.49183968049,3.59972925869,3.47673101324,-0.122998245453,-0.0585894418899,-0.128817607126
2016-01-14,2016-01-14,3.135,3.272,3.128,3.265,346908800,3.265,3.45943401185,3.57493427626,3.4441570112,-0.130777265063,-0.0730270065245,-0.115500517077
2016-01-15,2016-01-15,3.245,3.259,3.146,3.169,301465100,3.169,3.41794343872,3.54486482074,3.40182516332,-0.143039657421,-0.0870295367038,-0.112020241434
2016-01-18,2016-01-18,3.129,3.207,3.12,3.171,314291200,3.171,3.38266580462,3.51717091723,3.36631359973,-0.1508573175,-0.0997950928631,-0.102124449274
2016-01-19,2016-01-19,3.17,3.275,3.158,3.262,252318400,3.262,3.36542783253,3.49826923315,3.35026535362,-0.148003879527,-0.109436850196,-0.077134058663
2016-01-20,2016-01-20,3.2,3.216,3.145,3.169,256534300,3.169,3.3373667136,3.47387875869,3.32237837614,-0.151500382548,-0.117849556666,-0.067301651763
2016-01-21,2016-01-21,3.138,3.199,3.071,3.078,273331600,3.078,3.30031432594,3.44455422708,3.28478170289,-0.159772524193,-0.126234150172,-0.0670767480422
2016-01-22,2016-01-22,3.112,3.13,3.05,3.108,243967200,3.108,3.2728408508,3.41962414334,3.25758451783,-0.162039625514,-0.13339524524,-0.0572887605477
2016-01-25,2016-01-25,3.136,3.146,3.092,3.12,179548300,3.12,3.25100644354,3.39742964613,3.23641766893,-0.161011977199,-0.138918591632,-0.0441867711349
2016-01-26,2016-01-26,3.075,3.103,2.93,2.944,298712100,2.944,3.20714838018,3.36384210208,3.19143033525,-0.172411766831,-0.145617226672,-0.0535890803191
2016-01-27,2016-01-27,2.95,2.98,2.838,2.912,535087700,2.912,3.16498432587,3.33037216648,3.1484410529,-0.181931113575,-0.152880004052,-0.0581022190444
2016-01-28,2016-01-28,2.899,2.933,2.835,2.849,243514800,2.849,3.11984370789,3.29471482074,3.10237319861,-0.192341622125,-0.160772327667,-0.0631385889156
2016-01-29,2016-01-29,2.85,2.961,2.846,2.93,305349700,2.93,3.09272317819,3.2676988041,3.07585424498,-0.191844559124,-0.166986773958,-0.0497155703322
2016-02-01,2016-02-01,2.928,2.938,2.86,2.898,166983600,2.898,3.0649055813,3.2403136099,3.04849205344,-0.191821556461,-0.171953730459,-0.0397356520039
2016-02-02,2016-02-02,2.892,2.966,2.892,2.96,221015900,2.96,3.04991906969,3.21954957028,3.03487789137,-0.184671678905,-0.174497320148,-0.0203487175141
2016-02-03,2016-02-03,2.93,2.952,2.902,2.946,227830700,2.946,3.0350734883,3.19928657723,3.02120436962,-0.17808220761,-0.17521429764,-0.00573581993905
2016-02-04,2016-02-04,2.955,2.994,2.952,2.985,427360600,2.985,3.02792013283,3.18341345253,3.01563446661,-0.167778985927,-0.173727235298,0.0118964987423
