日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,成交量,成交金额,first_w_list,second_d_list,t_d_list,Stopflag,Stopprice,Openrecord,Closerecord,Porfitrecord
2016-6-8,'399300,沪深300,3163.986,3174.971,3148.351,3171.813,3177.053,-13.067,-0.4113,7629177500,97682790861.0,1,2,0,0,0.0,0.0,0.0,2772.03
2016-6-7,'399300,沪深300,3177.053,3186.616,3168.179,3182.437,3178.788,-1.735,-0.0546,6892831400,88711618425.0,1,2,0,0,0.0,0.0,0.0,2772.03
2016-6-6,'399300,沪深300,3178.788,3197.22,3168.554,3192.779,3189.325,-10.537,-0.3304,7669375100,1.01e+11,1,0,0,0,0.0,0.0,0.0,2772.03
2016-6-3,'399300,沪深300,3189.325,3201.749,3162.088,3172.946,3167.099,22.226,0.7018,10149178300,1.36e+11,1,0,0,0,0.0,0.0,0.0,2772.03
2016-6-2,'399300,沪深300,3167.099,3168.824,3151.065,3158.025,3160.547,6.552,0.2073,8600342700,97093625345.0,1,0,0,0,0.0,0.0,0.0,2772.03
2016-6-1,'399300,沪深300,3160.547,3181.792,3159.817,3172.961,3169.559,-9.012,-0.2843,11314848200,1.32e+11,1,0,0,0,0.0,0.0,0.0,2772.03
2016-5-31,'399300,沪深300,3169.559,3170.926,3068.596,3068.596,3066.709,102.85,3.3538,13886311100,1.51e+11,1,0,0,0,0.0,0.0,3075.261,2772.03
2016-5-30,'399300,沪深300,3066.709,3075.261,3037.664,3056.313,3062.499,4.21,0.1375,6309857900,63496565009.0,-1,-2,0,-4,3098.478,3076.503,0.0,2770.788
2016-5-27,'399300,沪深300,3062.499,3073.756,3052.179,3059.732,3064.211,-1.712,-0.0559,6046875000,59371777079.0,-1,0,0,-4,3098.478,3076.503,0.0,2770.788
2016-5-26,'399300,沪深300,3064.211,3072.524,3027.444,3056.6,3059.225,4.986,0.163,6039298100,65985183919.0,-1,-2,0,-4,3098.478,3076.503,0.0,2770.788
2016-5-25,'399300,沪深300,3059.225,3089.102,3054.869,3079.748,3063.555,-4.33,-0.1413,5665280300,63316562530.0,-1,0,0,-4,3098.478,3076.503,0.0,2770.788
2016-5-24,'399300,沪深300,3063.555,3083.257,3052.59,3083.244,3087.222,-23.667,-0.7666,5873438500,61106015446.0,-1,0,-3,-4,3098.478,3076.503,0.0,2770.788
2016-5-23,'399300,沪深300,3087.222,3098.478,3076.503,3078.515,3078.218,9.004,0.2925,5969721600,70337514484.0,-1,-2,0,0,0.0,0.0,0.0,2770.788
2016-5-20,'399300,沪深300,3078.218,3078.531,3041.516,3047.777,3062.5,15.718,0.5132,5608084200,65124251092.0,-1,-2,0,0,0.0,0.0,0.0,2770.788
2016-5-19,'399300,沪深300,3062.5,3086.977,3058.145,3060.342,3068.035,-5.535,-0.1804,6044416600,68679060392.0,-1,0,0,0,0.0,0.0,0.0,2770.788
2016-5-18,'399300,沪深300,3068.035,3072.612,3039.461,3071.529,3086.024,-17.989,-0.5829,8271536900,88458847115.0,-1,0,0,0,0.0,0.0,0.0,2770.788
2016-5-17,'399300,沪深300,3086.024,3105.201,3073.459,3095.522,3095.308,-9.284,-0.2999,6527812500,75389385458.0,-1,0,0,0,0.0,0.0,0.0,2770.788
2016-5-16,'399300,沪深300,3095.308,3095.555,3053.661,3064.526,3074.935,20.373,0.6626,5946185600,64405200020.0,-1,-2,0,0,0.0,0.0,0.0,2770.788
2016-5-13,'399300,沪深300,3074.935,3103.095,3064.691,3081.679,3090.137,-15.202,-0.492,6262975500,65850995649.0,-1,0,0,0,0.0,0.0,0.0,2770.788
2016-5-12,'399300,沪深300,3090.137,3095.348,3035.022,3059.383,3082.808,7.329,0.2377,7876572600,81418792606.0,-1,-2,0,0,0.0,0.0,0.0,2770.788
2016-5-11,'399300,沪深300,3082.808,3102.876,3063.088,3080.636,3069.112,13.696,0.4463,8179425800,87323408342.0,-1,-2,0,0,0.0,0.0,0.0,2770.788
2016-5-10,'399300,沪深300,3069.112,3084.724,3055.183,3055.211,3065.615,3.497,0.1141,6884993500,70650764147.0,-1,0,0,0,0.0,0.0,0.0,2770.788
2016-5-9,'399300,沪深300,3065.615,3115.43,3055.005,3115.43,3130.354,-64.739,-2.0681,9923047700,1e+11,-1,0,0,0,0.0,0.0,0.0,2770.788
2016-5-6,'399300,沪深300,3130.354,3216.893,3130.147,3213.136,3213.92,-83.566,-2.6001,10868024000,1.19e+11,-1,0,0,0,0.0,0.0,0.0,2770.788
2016-5-5,'399300,沪深300,3213.92,3217.282,3196.566,3204.169,3209.461,4.459,0.1389,7473368100,83946496908.0,1,0,0,0,0.0,0.0,0.0,2770.788
2016-5-4,'399300,沪深300,3209.461,3222.882,3198.292,3203.465,3213.54,-4.079,-0.1269,9086240800,97797134813.0,1,0,0,0,0.0,0.0,0.0,2770.788
2016-5-3,'399300,沪深300,3213.54,3218.485,3151.405,3159.823,3156.745,56.795,1.7992,9816483500,1.16e+11,1,0,0,0,0.0,0.0,0.0,2770.788
2016-4-29,'399300,沪深300,3156.745,3171.289,3149.397,3153.537,3160.581,-3.836,-0.1214,5802977600,70807704222.0,-1,0,0,0,0.0,0.0,0.0,2770.788
2016-4-28,'399300,沪深300,3160.581,3174.766,3135.643,3169.333,3165.916,-5.335,-0.1685,6987066000,78876767222.0,-1,0,0,0,0.0,0.0,0.0,2770.788
2016-4-27,'399300,沪深300,3165.916,3188.826,3162.691,3181.931,3179.161,-13.245,-0.4166,6000414700,70620405995.0,-1,0,0,0,0.0,0.0,0.0,2770.788
2016-4-26,'399300,沪深300,3179.161,3181.095,3150.404,3159.771,3162.033,17.128,0.5417,5902073400,68871554173.0,1,0,0,0,0.0,0.0,0.0,2770.788
2016-4-25,'399300,沪深300,3162.033,3172.269,3137.113,3164.738,3174.901,-12.868,-0.4053,6751935100,74734848036.0,-1,0,0,0,0.0,0.0,0.0,2770.788
2016-4-22,'399300,沪深300,3174.901,3175.38,3137.993,3142.561,3160.603,14.298,0.4524,7707849200,82442921903.0,1,2,0,0,0.0,0.0,0.0,2770.788
2016-4-21,'399300,沪深300,3160.603,3198.557,3150.94,3160.796,3181.026,-20.423,-0.642,10475265100,1.1e+11,-1,0,0,0,0.0,0.0,0.0,2770.788
2016-4-20,'399300,沪深300,3181.026,3248.422,3107.369,3244.142,3238.303,-57.277,-1.7687,16220785800,1.72e+11,1,2,0,0,0.0,0.0,3221.577,2770.788
2016-4-19,'399300,沪深300,3238.303,3250.725,3221.577,3243.971,3228.453,9.85,0.3051,8087144000,90976236261.0,1,2,0,4,3163.305,3026.437,0.0,2575.648
2016-4-18,'399300,沪深300,3228.453,3252.671,3221.662,3252.671,3272.205,-43.752,-1.3371,9709006900,1.04e+11,1,2,0,4,3163.305,3026.437,0.0,2575.648
2016-4-15,'399300,沪深300,3272.205,3282.985,3261.73,3279.857,3275.832,-3.627,-0.1107,9980752900,1.08e+11,1,0,0,4,3163.305,3026.437,0.0,2575.648
2016-4-14,'399300,沪深300,3275.832,3286.072,3252.05,3277.098,3261.383,14.449,0.443,11315732700,1.18e+11,1,0,0,4,3163.305,3026.437,0.0,2575.648
2016-4-13,'399300,沪深300,3261.383,3296.523,3237.858,3237.858,3218.45,42.933,1.334,19561386600,2e+11,1,0,0,4,3163.305,3026.437,0.0,2575.648
2016-4-12,'399300,沪深300,3218.45,3232.264,3198.903,3227.367,3230.096,-11.646,-0.3605,9286943700,99086557951.0,1,0,0,4,3163.305,3026.437,0.0,2575.648
2016-4-11,'399300,沪深300,3230.096,3251.572,3213.507,3213.507,3185.726,44.37,1.3928,12521270900,1.43e+11,1,0,3,4,3163.305,3026.437,0.0,2575.648
2016-4-8,'399300,沪深300,3185.726,3197.774,3163.305,3189.846,3209.29,-23.564,-0.7342,10100562500,1.14e+11,1,2,0,4,3122.761,3026.437,0.0,2575.648
2016-4-7,'399300,沪深300,3209.29,3270.82,3208.644,3266.288,3257.528,-48.238,-1.4808,11240946700,1.28e+11,1,2,0,4,3122.761,3026.437,0.0,2575.648
2016-4-6,'399300,沪深300,3257.528,3267.64,3236.196,3250.522,3264.486,-6.958,-0.2131,12019630500,1.37e+11,1,0,0,4,3122.761,3026.437,0.0,2575.648
2016-4-5,'399300,沪深300,3264.486,3271.93,3205.207,3211.305,3221.895,42.591,1.3219,14604777200,1.59e+11,1,0,0,4,3122.761,3026.437,0.0,2575.648
2016-4-1,'399300,沪深300,3221.895,3222.612,3165.856,3213.674,3218.088,3.807,0.1183,11812213900,1.27e+11,1,0,0,4,3122.761,3026.437,0.0,2575.648
2016-3-31,'399300,沪深300,3218.088,3241.927,3208.665,3229.2,3216.275,1.813,0.0564,12155207400,1.47e+11,1,0,0,4,3122.761,3026.437,0.0,2575.648
2016-3-30,'399300,沪深300,3216.275,3216.676,3161.289,3161.289,3135.41,80.865,2.5791,11780251200,1.41e+11,1,0,3,4,3122.761,3026.437,0.0,2575.648
2016-3-29,'399300,沪深300,3135.41,3178.075,3122.761,3171.314,3169.728,-34.318,-1.0827,9729474700,1.14e+11,1,2,0,4,2982.172,3026.437,0.0,2575.648
2016-3-28,'399300,沪深300,3169.728,3229.624,3161.878,3206.953,3197.817,-28.089,-0.8784,10344193300,1.24e+11,1,2,0,4,2982.172,3026.437,0.0,2575.648
2016-3-25,'399300,沪深300,3197.817,3204.442,3174.318,3176.81,3181.851,15.966,0.5018,9739533000,1.15e+11,1,2,0,4,2982.172,3026.437,0.0,2575.648
2016-3-24,'399300,沪深300,3181.851,3221.906,3181.813,3211.496,3236.092,-54.241,-1.6761,13313112200,1.62e+11,1,2,0,4,2982.172,3026.437,0.0,2575.648
2016-3-23,'399300,沪深300,3236.092,3242.247,3202.976,3217.729,3225.79,10.302,0.3194,12567928600,1.56e+11,1,0,0,4,2982.172,3026.437,0.0,2575.648
2016-3-22,'399300,沪深300,3225.79,3249.677,3218.728,3231.615,3249.437,-23.647,-0.7277,16102089700,1.94e+11,1,0,0,4,2982.172,3026.437,0.0,2575.648
2016-3-21,'399300,沪深300,3249.437,3267.775,3198.361,3203.293,3171.963,77.474,2.4425,23326946400,2.57e+11,1,0,0,4,2982.172,3026.437,0.0,2575.648
2016-3-18,'399300,沪深300,3171.963,3197.668,3130.102,3136.223,3124.204,47.759,1.5287,19730256400,2.1e+11,1,0,0,4,2982.172,3026.437,0.0,2575.648
2016-3-17,'399300,沪深300,3124.204,3147.841,3077.572,3096.808,3090.033,34.171,1.1058,12166177700,1.37e+11,1,0,0,4,2982.172,3026.437,0.0,2575.648
2016-3-16,'399300,沪深300,3090.033,3100.352,3064.521,3068.866,3074.78,15.253,0.4961,12473644800,1.26e+11,1,0,0,4,2982.172,3026.437,0.0,2575.648
2016-3-15,'399300,沪深300,3074.78,3077.085,3028.578,3061.343,3065.69,9.09,0.2965,9831194100,1.01e+11,1,0,0,4,2982.172,3026.437,0.0,2575.648
2016-3-14,'399300,沪深300,3065.69,3106.8,3034.0,3039.569,3018.284,47.406,1.5706,11710865500,1.24e+11,1,0,3,4,2982.172,3026.437,3026.437,2575.648
2016-3-11,'399300,沪深300,3018.284,3026.437,2982.172,2990.214,3013.146,5.138,0.1705,7333356400,74367296548.0,1,2,0,-4,3149.332,3468.467,0.0,2133.618
2016-3-10,'399300,沪深300,3013.146,3074.16,3012.691,3056.21,3071.907,-58.761,-1.9129,7607219700,78180468559.0,1,2,0,-4,3149.332,3468.467,0.0,2133.618
2016-3-9,'399300,沪深300,3071.907,3072.916,3020.134,3045.924,3107.673,-35.766,-1.1509,11146624500,1.06e+11,1,2,0,-4,3149.332,3468.467,0.0,2133.618
2016-3-8,'399300,沪深300,3107.673,3109.25,3001.829,3100.149,3104.84,2.833,0.0912,13623574200,1.29e+11,1,0,0,-4,3149.332,3468.467,0.0,2133.618
2016-3-7,'399300,沪深300,3104.84,3130.903,3083.584,3108.999,3093.89,10.95,0.3539,13246203700,1.28e+11,1,0,0,-4,3149.332,3468.467,0.0,2133.618
2016-3-4,'399300,沪深300,3093.89,3101.656,3032.424,3047.537,3058.422,35.468,1.1597,21917253400,2.06e+11,1,0,0,-4,3149.332,3468.467,0.0,2133.618
2016-3-3,'399300,沪深300,3058.422,3078.444,3040.246,3050.389,3051.333,7.089,0.2323,17310574400,1.66e+11,1,0,0,-4,3149.332,3468.467,0.0,2133.618
2016-3-2,'399300,沪深300,3051.333,3054.724,2933.116,2933.921,2930.694,120.639,4.1164,17597234700,1.64e+11,1,0,0,-4,3149.332,3468.467,0.0,2133.618
2016-3-1,'399300,沪深300,2930.694,2950.436,2863.323,2881.335,2877.467,53.227,1.8498,11604591800,1.1e+11,1,0,0,-4,3149.332,3468.467,0.0,2133.618
2016-2-29,'399300,沪深300,2877.467,2939.875,2821.215,2939.58,2948.031,-70.564,-2.3936,12934102000,1.18e+11,1,2,0,-4,3149.332,3468.467,0.0,2133.618
2016-2-26,'399300,沪深300,2948.031,2964.385,2902.948,2942.095,2918.75,29.281,1.0032,10694972900,1.03e+11,1,2,0,-4,3149.332,3468.467,0.0,2133.618
2016-2-25,'399300,沪深300,2918.75,3104.436,2905.457,3104.41,3109.545,-190.795,-6.1358,15782975200,1.53e+11,-1,0,0,-4,3149.332,3468.467,0.0,2133.618
2016-2-24,'399300,沪深300,3109.545,3109.545,3055.251,3077.606,3089.363,20.182,0.6533,11178265000,1.13e+11,1,0,0,-4,3149.332,3468.467,0.0,2133.618
2016-2-23,'399300,沪深300,3089.363,3119.221,3061.429,3117.203,3118.868,-29.505,-0.946,11256739100,1.17e+11,1,2,0,-4,3149.332,3468.467,0.0,2133.618
2016-2-22,'399300,沪深300,3118.868,3128.207,3071.329,3083.933,3051.585,67.283,2.2049,14094696800,1.42e+11,1,0,0,-4,3149.332,3468.467,0.0,2133.618
2016-2-19,'399300,沪深300,3051.585,3065.968,3032.634,3047.942,3053.699,-2.114,-0.0692,8733801200,90849341804.0,1,0,0,-4,3149.332,3468.467,0.0,2133.618
2016-2-18,'399300,沪深300,3053.699,3093.513,3049.841,3079.527,3063.32,-9.621,-0.3141,12440146400,1.23e+11,1,0,0,-4,3149.332,3468.467,0.0,2133.618
2016-2-17,'399300,沪深300,3063.32,3065.785,3027.046,3034.09,3037.035,26.285,0.8655,12829160700,1.22e+11,1,0,0,-4,3149.332,3468.467,0.0,2133.618
2016-2-16,'399300,沪深300,3037.035,3042.089,2962.187,2962.187,2946.707,90.328,3.0654,11257964300,1.12e+11,1,0,0,-4,3149.332,3468.467,0.0,2133.618
2016-2-15,'399300,沪深300,2946.707,2961.493,2886.018,2888.428,2963.789,-17.082,-0.5764,7291943400,71285049141.0,-1,0,0,-4,3149.332,3468.467,0.0,2133.618
2016-2-5,'399300,沪深300,2963.789,2988.36,2962.847,2982.056,2984.76,-20.971,-0.7026,7685080800,77443222334.0,-1,0,0,-4,3149.332,3468.467,0.0,2133.618
2016-2-4,'399300,沪深300,2984.76,2999.206,2960.207,2960.334,2948.639,36.121,1.225,9177972400,91550346872.0,-1,-2,0,-4,3149.332,3468.467,0.0,2133.618
2016-2-3,'399300,沪深300,2948.639,2954.71,2909.898,2931.288,2961.334,-12.695,-0.4287,7738900000,74817092259.0,-1,-2,0,-4,3149.332,3468.467,0.0,2133.618
2016-2-2,'399300,沪深300,2961.334,2972.426,2901.512,2901.528,2901.048,60.286,2.0781,8860196300,88740230428.0,-1,-2,0,-4,3149.332,3468.467,0.0,2133.618
2016-2-1,'399300,沪深300,2901.048,2944.517,2869.561,2939.04,2946.09,-45.042,-1.5289,8679534200,82931453498.0,-1,0,0,-4,3149.332,3468.467,0.0,2133.618
2016-1-29,'399300,沪深300,2946.09,2965.309,2854.371,2855.598,2853.756,92.334,3.2355,11330425900,1.09e+11,-1,-2,0,-4,3149.332,3468.467,0.0,2133.618
2016-1-28,'399300,沪深300,2853.756,2941.887,2841.844,2909.334,2930.352,-76.596,-2.6139,9922275600,95663874927.0,-1,0,0,-4,3149.332,3468.467,0.0,2133.618
2016-1-27,'399300,沪深300,2930.352,2963.544,2839.29,2953.183,2940.509,-10.157,-0.3454,13222936600,1.27e+11,-1,0,0,-4,3149.332,3468.467,0.0,2133.618
2016-1-26,'399300,沪深300,2940.509,3106.53,2934.647,3099.596,3128.886,-188.377,-6.0206,12693392100,1.27e+11,-1,0,-3,-4,3149.332,3468.467,0.0,2133.618
2016-1-25,'399300,沪深300,3128.886,3149.332,3105.1,3129.028,3113.463,15.423,0.4954,8154006100,85777891364.0,-1,-2,0,-4,3418.851,3468.467,0.0,2133.618
2016-1-22,'399300,沪深300,3113.463,3132.171,3053.958,3114.895,3081.345,32.118,1.0423,8995108700,96885673842.0,-1,0,0,-4,3418.851,3468.467,0.0,2133.618
2016-1-21,'399300,沪深300,3081.345,3202.538,3081.345,3136.384,3174.378,-93.033,-2.9307,11118973300,1.22e+11,-1,0,0,-4,3418.851,3468.467,0.0,2133.618
2016-1-20,'399300,沪深300,3174.378,3225.95,3154.426,3204.218,3223.125,-48.747,-1.5124,13065050400,1.43e+11,-1,0,0,-4,3418.851,3468.467,0.0,2133.618
2016-1-19,'399300,沪深300,3223.125,3227.908,3119.216,3132.705,3130.729,92.396,2.9513,12765389300,1.43e+11,-1,-2,0,-4,3418.851,3468.467,0.0,2133.618
2016-1-18,'399300,沪深300,3130.729,3165.616,3066.727,3068.235,3118.73,11.999,0.3847,10112838600,1.09e+11,-1,0,0,-4,3418.851,3468.467,0.0,2133.618
2016-1-15,'399300,沪深300,3118.73,3216.798,3101.052,3200.888,3221.571,-102.841,-3.1923,12460177900,1.32e+11,-1,0,0,-4,3418.851,3468.467,0.0,2133.618
